bayes_rating,Strategy Games,Abstract Games,Family Games,Thematic Games,Customizable Games,Wargames,Party Games,Children's Games
5.53398,0,0,0,0,0,0,0,0
7.32893,0,1,0,0,0,0,0,0
6.04192,1,0,1,0,0,0,0,0
5.57331,0,0,1,0,0,0,0,0
5.84774,0,0,1,0,0,0,0,0
5.54629,0,0,1,0,0,0,0,0
5.76198,0,0,0,1,0,0,0,0
5.49075,0,0,0,0,0,0,0,0
6.43187,1,0,0,1,0,0,0,0
5.5323,0,0,0,0,0,0,0,0
5.57074,0,0,1,0,0,0,0,0
6.42877,0,0,1,0,0,0,0,0
5.9551,1,0,1,0,0,0,0,0
6.37345,0,1,0,0,0,0,0,0
5.77171,1,0,0,0,0,1,0,0
6.38773,1,0,0,0,0,0,0,0
5.53798,0,0,0,0,0,0,0,0
5.55973,0,0,0,0,0,0,0,0
5.49698,0,0,0,0,0,0,0,0
5.65266,0,0,0,0,0,0,0,0
5.6034,0,0,0,0,0,0,0,0
5.95389,0,0,1,0,0,0,0,0
7.33848,1,0,0,0,0,0,0,0
5.58428,0,1,0,0,0,0,0,0
6.13779,0,0,1,0,0,0,0,0
5.5409,1,0,1,0,0,0,0,0
5.56763,0,0,0,0,0,0,0,0
6.78678,0,0,1,0,0,0,0,0
6.60002,0,0,0,1,0,1,0,0
5.78267,0,0,1,0,0,0,0,0
6.06347,0,0,1,0,0,0,0,0
6.66667,1,0,0,1,0,0,0,0
5.80758,0,1,0,0,0,0,0,0
5.52567,0,1,0,0,0,0,0,0
5.91886,0,1,0,0,0,0,0,0
5.51941,0,0,0,1,0,0,0,0
5.8313,0,0,1,0,0,0,0,0
6.54586,1,0,0,0,0,0,0,0
5.516,0,0,0,0,0,1,0,0
6.28657,1,0,0,0,0,0,0,0
7.22739,0,0,0,0,0,1,0,0
5.87409,0,0,0,1,0,1,0,0
6.32593,0,0,0,0,0,1,0,0
5.56732,0,0,0,0,0,1,0,0
6.71408,0,0,0,0,0,1,0,0
5.56323,1,0,0,1,0,0,0,0
6.38466,1,0,0,1,0,0,0,0
7.1119,0,0,0,0,0,1,0,0
6.10191,1,0,0,1,0,0,0,0
5.48562,0,0,0,0,0,0,0,0
5.85569,0,0,1,0,0,0,0,0
5.792,0,0,0,1,0,0,0,0
6.24734,1,0,1,0,0,0,0,0
5.71162,1,0,0,0,0,1,0,0
5.59478,0,0,0,0,0,1,0,0
6.37085,0,0,0,0,0,1,0,0
5.51205,0,0,0,0,0,1,0,0
6.10208,0,0,1,0,0,0,0,0
5.98895,0,0,1,0,0,0,0,0
5.5697,0,0,1,0,0,0,1,0
5.7592,1,0,0,0,0,1,0,0
5.52731,0,0,0,0,0,1,0,0
5.58318,0,0,0,0,0,0,0,0
5.62443,1,0,1,0,0,0,0,0
5.72624,0,0,0,0,0,1,0,0
6.04261,1,0,0,0,0,0,0,0
5.89303,1,0,0,0,0,0,0,0
5.60238,0,0,0,0,0,0,0,0
5.71512,1,0,0,1,0,0,0,0
5.60162,0,0,1,0,0,0,0,0
5.57307,0,0,0,0,0,0,0,0
5.51308,0,0,0,0,0,0,0,0
5.65187,0,0,0,0,0,1,0,0
5.48534,0,0,0,0,0,0,0,0
5.53464,0,0,0,0,0,1,0,0
5.6542,1,0,0,0,0,0,0,0
6.55283,1,0,0,0,0,0,0,0
5.74106,0,1,0,0,0,0,0,0
5.65283,0,1,0,0,0,0,0,0
5.42535,0,0,0,0,0,0,0,0
5.52234,0,0,0,0,0,1,0,0
5.89517,0,0,0,0,0,1,0,0
5.5667,1,0,0,1,0,1,0,0
5.5547,0,0,0,1,0,0,0,0
6.10285,1,0,0,0,0,0,0,0
6.02888,0,1,1,0,0,0,0,0
5.57242,0,0,0,0,0,1,0,0
5.64604,0,0,0,0,0,1,0,0
5.57082,0,0,1,0,0,0,0,0
5.52458,0,0,0,0,0,0,0,0
5.51381,0,0,1,0,0,0,0,0
5.90739,0,0,1,0,0,0,1,0
5.56668,0,0,0,0,0,0,0,0
5.579,1,0,0,0,0,0,0,0
6.04236,1,0,0,0,0,0,0,0
5.48911,0,0,0,0,0,0,0,0
5.48821,0,0,0,0,0,1,0,0
6.01248,0,0,0,0,0,1,0,0
5.77569,0,0,1,0,0,0,0,0
5.62038,0,0,1,0,0,0,0,0
5.79185,0,1,0,0,0,0,0,0
5.61405,1,0,0,0,0,0,0,0
5.50785,0,0,0,0,0,0,0,0
5.58933,1,0,1,0,0,0,0,0
5.91434,0,0,1,0,0,0,0,0
5.49771,1,0,0,1,0,0,0,0
5.68665,1,0,0,0,0,0,0,0
5.53781,0,1,0,0,0,0,0,0
5.79526,0,0,0,1,0,1,0,0
5.67882,1,0,0,0,0,0,0,0
5.6538,1,0,0,1,0,0,0,0
5.81274,1,0,0,0,0,0,0,0
5.58497,0,0,0,0,0,1,0,0
5.54967,0,1,0,0,0,0,0,0
5.7035,0,1,0,0,0,0,0,0
5.60446,0,0,0,0,0,0,0,0
5.51071,0,1,0,0,0,0,0,0
6.16525,0,0,1,0,0,0,0,0
5.7863,0,0,1,0,0,0,0,1
5.72829,0,0,1,0,0,0,0,0
5.56015,0,0,0,0,0,0,0,0
5.50831,0,0,0,0,0,0,0,0
6.9424,1,0,1,0,0,0,0,0
6.58119,0,0,0,0,0,0,0,1
5.48398,0,0,0,0,0,1,0,0
5.96736,0,0,0,0,0,1,0,0
5.7042,0,0,0,1,0,0,0,0
5.59727,0,0,0,0,0,0,0,0
5.49092,0,0,1,0,0,0,0,0
5.44412,0,0,1,0,0,0,0,0
5.54656,0,1,0,0,0,0,0,0
5.50112,0,1,0,0,0,0,0,0
6.20346,0,0,1,0,0,0,0,0
5.94253,1,0,1,0,0,0,0,0
5.83458,0,0,1,0,0,0,0,0
6.26382,0,0,1,0,0,0,0,0
5.51949,0,1,0,0,0,0,0,0
5.57411,0,0,0,0,0,0,0,0
5.70225,1,0,1,0,0,0,0,0
5.54179,0,0,0,0,0,0,0,0
5.50148,0,0,0,0,0,0,0,0
6.08904,1,0,0,0,0,0,0,0
5.51744,0,0,1,0,0,0,0,0
5.66552,0,0,1,0,0,0,0,0
5.66529,0,0,0,0,0,0,0,0
5.47652,0,0,1,0,0,0,0,0
6.50276,1,0,0,0,0,0,0,0
5.52258,0,0,0,0,0,0,0,0
5.47879,0,0,1,0,0,0,0,0
5.92854,0,0,1,0,0,0,0,0
5.65738,0,0,1,0,0,0,0,0
5.47157,0,0,1,1,0,0,0,0
6.3234,0,0,1,0,0,0,0,0
5.53021,0,0,0,0,0,0,0,0
5.62289,0,0,1,0,0,0,0,0
5.83866,1,0,0,0,0,0,0,0
5.50207,0,0,0,0,0,0,0,0
5.68732,0,0,1,0,0,0,0,0
5.46907,0,0,0,0,0,0,0,0
5.77507,0,0,1,0,0,0,0,0
5.60934,0,0,1,0,0,0,0,0
6.04196,1,0,0,0,0,0,0,0
5.92394,0,0,1,0,0,0,0,0
6.97765,0,0,1,0,0,0,0,0
5.53579,0,0,0,0,0,0,0,0
5.57246,0,0,0,0,0,0,0,0
5.47977,0,0,0,0,0,0,0,0
5.63584,1,0,0,0,0,0,0,0
5.60672,1,0,0,0,0,0,0,0
5.70431,0,0,1,0,0,0,0,0
5.95701,0,1,0,0,0,0,0,0
5.54491,0,0,0,0,0,0,0,0
6.14412,0,0,1,0,0,0,0,0
5.56278,0,0,0,0,0,0,0,0
6.16625,0,0,1,1,0,0,0,0
5.47036,0,0,1,0,0,0,0,0
5.55646,1,0,1,0,0,0,0,0
5.53507,0,0,1,0,0,0,0,0
5.58397,0,0,0,0,0,0,0,0
5.47845,0,0,0,0,0,0,0,0
5.84042,0,0,1,1,0,0,0,0
5.70892,0,0,1,0,0,0,0,0
6.44624,0,1,0,0,0,0,0,0
5.53582,0,0,0,0,0,0,0,0
5.59063,0,0,0,0,1,0,0,0
6.24348,0,0,1,0,0,0,0,0
5.33953,1,0,0,0,0,0,0,0
5.48148,0,0,0,0,0,0,0,0
5.58402,0,0,0,0,0,0,0,0
5.86063,0,0,1,0,0,0,0,0
5.63405,0,0,1,0,0,0,0,1
5.49708,0,0,0,0,0,0,0,0
5.48876,1,1,0,0,0,0,0,0
5.4705,0,0,0,0,0,0,0,0
5.52312,0,0,0,0,0,0,0,0
5.52311,0,0,0,0,0,0,0,0
5.54529,0,0,0,0,0,0,0,0
5.5798,0,0,1,0,0,0,0,0
5.51264,0,0,0,0,0,0,0,0
5.57732,0,0,0,0,0,0,1,0
5.29886,1,0,1,0,0,0,0,0
5.99558,1,0,0,0,0,0,0,0
7.29048,1,0,0,0,0,0,0,0
5.9725,1,0,0,0,0,0,0,0
6.44262,1,0,0,0,0,0,0,0
6.24469,1,0,0,0,0,0,0,0
5.55476,0,0,0,0,0,1,0,0
5.69919,0,0,0,0,0,1,0,0
5.65739,0,0,0,1,0,0,1,0
5.55355,0,0,0,0,0,0,0,0
5.54627,1,0,1,0,0,0,0,0
5.54636,0,0,0,0,0,0,0,0
5.85083,0,0,1,0,0,0,0,0
6.78023,0,0,1,0,0,0,0,0
6.01727,1,0,0,0,0,0,0,0
5.57131,0,1,0,0,0,0,0,0
5.75106,0,0,1,0,0,0,0,0
5.96483,0,0,1,0,0,0,0,0
6.37573,0,0,1,0,0,0,0,0
5.64422,0,0,0,0,0,0,0,0
5.78145,1,0,1,0,0,0,0,0
6.2804,1,0,1,0,0,0,0,0
6.19808,0,1,1,0,0,0,0,0
5.95946,0,0,1,0,0,0,0,0
5.52678,0,0,0,0,0,0,0,0
5.53097,0,1,0,0,0,0,0,0
5.59405,0,0,1,0,0,0,0,0
5.70095,0,1,0,0,0,0,0,0
5.51202,0,0,0,0,0,0,0,0
5.44767,0,0,0,0,0,0,0,0
5.61026,0,0,1,0,0,0,0,0
5.55561,0,0,0,0,0,0,0,1
5.51103,0,0,1,0,0,0,0,0
5.53113,0,0,0,0,0,0,0,0
5.68155,0,0,0,1,0,0,0,0
5.69053,1,0,1,0,0,0,0,0
5.74332,1,0,1,0,0,0,0,0
5.58682,1,0,1,0,0,0,0,0
5.49781,0,0,0,0,0,0,0,0
7.34511,0,0,0,0,1,0,0,0
5.97574,0,1,1,0,0,0,0,0
5.53008,0,0,0,0,0,0,0,0
6.21521,0,0,1,0,0,0,0,0
6.03974,0,0,1,0,0,0,0,0
5.5426,0,0,0,0,0,0,0,1
5.58739,1,0,0,1,0,0,0,0
5.49142,0,0,0,0,0,0,0,0
6.22329,0,0,0,1,0,0,0,0
5.65407,0,0,0,0,0,0,0,0
5.57083,1,0,0,0,0,0,0,0
6.96754,1,0,0,0,0,0,0,0
5.64693,1,0,0,0,0,0,0,0
5.56473,0,0,0,0,0,0,0,0
6.98537,1,0,1,0,0,0,0,0
5.53494,0,0,0,0,0,0,0,0
6.41168,1,0,0,0,0,0,0,0
5.49899,0,0,0,0,0,0,0,0
6.79759,1,0,0,0,0,1,0,0
5.57165,0,0,0,0,1,0,0,0
5.59089,0,0,1,0,0,0,0,0
5.53012,0,0,0,0,0,0,0,1
5.5563,0,1,0,0,0,1,0,0
5.52175,0,0,0,0,0,0,0,0
5.54584,0,0,0,0,0,0,0,0
5.65322,0,0,0,0,0,1,0,0
6.72636,1,0,1,0,0,0,0,0
6.44767,1,0,1,0,0,0,0,0
6.3298,0,0,1,0,0,0,0,0
5.51062,0,0,0,0,0,0,0,0
5.61224,0,0,0,0,0,0,0,0
5.67402,0,0,1,0,0,0,1,0
5.51756,0,0,0,0,0,0,0,0
5.51985,0,0,0,0,0,0,0,1
6.88991,1,1,0,0,0,0,0,0
5.54488,0,0,0,0,0,0,0,0
5.51656,0,0,0,0,0,0,0,0
5.58822,0,0,1,0,0,0,0,0
5.646,1,0,1,0,0,0,0,0
6.03754,0,0,0,0,0,1,0,0
5.56377,0,0,1,0,0,0,0,0
5.52153,0,0,0,0,0,0,0,0
6.15407,1,0,0,0,0,0,0,0
5.52955,0,0,0,0,0,0,0,0
5.6287,0,0,0,0,0,0,1,0
5.68564,0,0,1,0,0,0,0,0
5.52119,0,0,0,0,0,0,0,0
6.06205,0,0,0,0,0,1,0,0
7.58984,0,0,1,0,0,0,0,0
5.50308,0,0,1,0,0,0,0,0
5.55933,0,0,0,0,0,0,0,0
6.22052,0,1,0,0,0,0,0,0
6.54579,0,1,0,0,0,0,0,0
6.77217,0,1,0,0,0,0,0,0
5.51533,0,0,0,0,0,0,0,0
5.51799,0,0,0,0,0,0,0,0
6.11097,1,0,0,0,0,0,0,0
5.52323,0,0,1,0,0,0,0,1
5.73933,1,0,1,0,0,0,0,0
5.48524,1,0,1,0,0,0,0,0
5.63045,0,0,0,0,0,0,0,0
5.57746,0,0,0,0,0,0,0,0
5.74703,1,0,1,0,0,0,0,0
5.60521,0,1,0,0,0,0,0,0
5.89912,0,0,1,0,0,0,0,0
5.50161,0,0,0,0,0,0,1,0
5.91009,0,0,0,0,0,0,1,0
5.78983,0,0,0,0,0,1,0,0
5.62266,0,0,0,0,0,1,0,0
5.8889,0,0,1,0,0,0,1,0
6.62426,0,0,0,0,0,1,0,0
6.53073,1,0,0,0,0,0,0,0
5.59605,0,0,0,1,0,0,1,0
6.68541,1,0,0,0,0,0,0,0
7.32273,1,0,0,0,0,0,0,0
5.48286,0,0,0,0,0,0,0,1
5.5308,0,0,0,0,0,0,0,0
5.59589,0,0,0,0,0,0,0,0
6.17494,1,0,1,0,0,0,0,0
5.54287,0,0,0,0,0,0,0,0
5.69162,0,0,0,0,0,0,0,0
5.53505,0,0,0,0,0,0,0,0
5.49364,0,0,0,0,0,0,0,0
5.55511,0,0,0,0,0,0,0,0
5.66566,0,0,0,0,0,0,0,0
5.85205,0,0,1,0,0,0,0,0
5.53632,0,0,0,0,0,0,0,0
5.53993,0,0,0,0,0,0,0,0
5.49054,0,0,0,0,0,1,0,0
5.54083,0,0,0,0,0,0,0,0
5.65397,0,0,1,0,0,0,0,0
5.49691,0,0,0,0,0,0,0,0
5.8972,0,0,0,1,0,0,0,0
5.56693,1,0,0,1,0,0,0,0
5.56622,0,1,0,0,0,0,0,0
5.50056,0,0,0,0,0,1,0,0
6.02826,1,0,0,0,0,0,0,0
5.58428,0,1,0,0,0,0,0,0
6.85375,0,0,0,0,0,1,0,0
5.51645,0,0,0,0,0,0,0,0
6.17403,0,0,0,1,0,0,0,0
5.59295,0,0,1,0,0,0,0,0
6.2067,0,0,1,0,0,0,0,0
5.59244,0,0,0,0,0,0,0,0
6.41181,1,0,0,0,0,0,0,0
5.48887,0,0,0,1,0,0,0,0
5.73816,1,0,0,0,0,0,0,0
5.48382,0,0,0,0,0,0,0,0
5.5082,0,0,0,0,0,0,0,0
5.62955,0,0,0,0,0,0,0,0
5.50105,0,0,0,0,0,0,0,0
5.49924,0,0,0,0,0,0,0,0
5.48703,0,0,0,0,0,0,0,0
5.56341,0,0,0,0,0,0,0,0
5.61203,1,0,0,1,0,0,0,0
5.6278,0,1,0,0,0,0,0,0
5.47218,0,0,0,0,0,0,0,0
5.51793,0,0,0,0,0,0,0,0
5.54053,0,0,0,0,0,0,0,0
5.50657,0,1,0,0,0,0,0,0
5.61115,0,0,0,0,0,0,0,0
5.49227,0,0,0,0,0,0,0,0
5.56303,0,0,0,0,0,0,0,0
6.34118,1,0,1,0,0,0,0,0
6.27558,0,0,0,0,0,1,0,0
5.75302,0,0,0,0,0,0,1,0
5.47406,0,0,1,0,0,0,0,0
5.69181,1,0,0,1,0,1,0,0
6.40382,0,1,0,0,0,0,0,0
5.53017,0,0,0,0,0,0,0,0
5.94727,0,0,0,0,0,1,0,0
5.53831,0,0,0,0,0,1,0,0
5.452,0,1,0,0,0,0,0,0
5.54266,0,0,0,0,0,0,0,0
6.15482,1,0,1,0,0,0,0,0
6.07879,0,0,1,0,0,0,0,0
5.48737,0,0,1,0,0,0,1,0
6.155,0,0,1,0,0,0,0,0
6.00582,0,0,1,0,0,0,0,0
5.6694,1,0,0,0,0,0,0,0
6.16517,1,0,0,0,0,0,0,0
5.77269,1,0,0,0,0,0,0,0
5.57286,0,0,0,0,0,0,1,0
5.56607,0,0,0,0,1,0,0,0
5.54268,0,0,0,0,0,0,0,0
5.55768,0,1,0,0,0,0,0,0
5.45553,0,0,0,0,0,0,0,0
5.55579,0,0,0,0,0,0,0,0
5.44233,0,0,0,0,0,0,0,0
5.52746,0,0,0,0,0,0,0,0
5.52231,0,0,0,1,0,0,0,0
5.79171,0,0,1,0,0,0,0,0
5.50593,0,0,0,0,0,0,0,0
5.49338,0,0,0,0,0,0,0,0
5.80705,0,0,1,0,0,0,0,0
5.51982,0,0,0,0,0,0,0,0
5.53254,0,0,0,0,0,0,0,0
5.65179,0,0,0,0,0,0,0,0
5.488,0,0,0,0,0,0,0,0
5.55896,0,0,0,0,0,0,0,1
5.70947,0,0,0,0,0,0,0,0
5.67536,0,0,0,1,0,0,0,0
5.91486,0,0,0,0,0,1,0,0
5.58844,0,0,0,0,0,1,0,0
5.59615,1,0,0,0,0,0,0,0
5.48324,0,0,0,0,0,1,0,0
5.48472,0,1,0,0,0,0,0,0
5.48569,0,0,0,0,0,0,0,0
5.13046,0,0,0,0,0,0,0,0
5.56501,0,0,0,0,0,0,0,0
5.52367,0,0,0,1,0,0,0,0
6.54759,0,1,0,0,0,0,0,0
5.4948,0,0,1,0,0,0,0,0
5.5571,0,1,0,0,0,0,0,0
5.78906,1,0,0,0,0,0,0,0
5.56696,0,1,0,0,0,0,0,0
5.52089,0,0,0,0,0,1,0,0
5.53886,0,0,0,0,0,1,0,0
6.13665,1,0,0,0,0,0,0,0
6.01711,0,0,0,0,0,1,0,0
5.53247,0,1,0,0,0,0,0,0
5.77137,0,0,0,0,0,0,1,0
5.70342,0,0,1,0,0,0,0,0
5.37923,0,0,0,1,0,0,0,0
6.80562,0,0,0,1,0,0,0,0
5.87997,0,0,0,0,0,1,0,0
6.36665,0,0,0,0,0,1,0,0
5.55687,0,0,0,1,0,0,0,0
5.56895,0,0,0,0,0,1,0,0
5.58317,0,0,1,0,0,0,0,0
5.54904,0,0,0,0,0,1,0,0
5.78987,0,0,0,0,0,1,0,0
5.53138,0,0,0,0,0,1,0,0
5.53456,0,0,0,0,0,1,0,0
5.52786,0,0,0,0,0,1,0,0
5.63296,0,0,1,1,0,0,0,0
5.73827,1,0,0,0,0,0,0,0
7.02785,1,0,0,1,0,0,0,0
5.90956,0,0,0,1,0,0,0,0
6.05147,0,0,0,1,0,0,0,0
6.19621,0,0,0,1,0,0,0,0
5.47038,0,0,0,0,0,0,0,1
5.71067,1,0,0,0,0,0,0,0
5.71287,1,0,0,0,0,0,0,0
5.67059,1,0,0,0,0,0,0,0
5.49616,0,0,0,0,0,0,0,0
5.60946,0,0,0,1,0,0,0,0
5.60365,0,0,0,1,0,0,0,0
5.50407,0,0,0,0,0,1,0,0
5.53726,0,0,0,0,0,1,0,0
6.34508,0,0,0,0,0,1,0,0
5.49322,0,0,0,1,0,0,0,0
5.62239,0,0,0,0,0,0,0,0
5.48787,0,0,0,0,0,1,0,0
5.59356,0,0,0,0,0,1,0,0
5.54159,0,0,0,0,0,1,0,0
5.55042,0,0,0,0,0,1,0,0
5.56115,0,0,0,0,0,1,0,0
5.67367,0,0,0,0,0,1,0,0
5.75235,0,1,0,0,0,0,0,0
5.63096,1,0,0,0,0,0,0,0
5.4347,0,0,0,0,0,0,0,0
5.61994,0,0,0,0,0,1,0,0
5.55322,0,1,0,0,0,0,0,0
5.81759,0,0,0,0,0,1,0,0
5.86452,1,0,0,0,0,0,0,0
5.53637,0,0,0,0,0,0,0,0
6.0275,0,0,0,0,0,1,0,0
7.22456,1,0,0,0,0,0,0,0
5.50216,0,0,1,1,0,0,0,0
5.48879,0,0,0,0,0,0,0,0
5.23598,0,0,0,0,0,0,1,0
5.58312,0,1,0,0,0,0,0,0
5.70893,1,0,0,0,0,0,0,0
5.54552,0,0,0,0,0,0,0,0
5.57087,0,0,0,0,0,0,0,0
5.56084,0,0,0,0,0,0,0,0
6.12183,0,0,1,0,0,0,0,0
5.59907,1,0,0,0,0,0,0,0
5.5879,0,0,0,0,0,0,0,0
5.4843,0,0,0,0,0,0,0,0
5.50354,0,0,0,0,0,0,0,0
5.50609,0,0,0,0,0,0,0,0
5.51217,0,0,0,0,0,0,0,0
5.90085,1,0,1,0,0,0,0,0
5.52417,0,0,0,0,0,0,0,0
5.53567,0,0,0,0,0,0,0,0
5.47229,0,0,0,0,0,0,0,0
5.40081,0,0,0,0,0,0,0,0
5.51978,0,0,0,0,0,0,0,0
6.03419,0,0,0,1,0,0,0,0
5.8148,0,1,0,0,0,0,0,0
5.5309,0,1,0,0,0,0,0,0
5.52361,0,0,0,0,0,0,0,0
5.5137,0,1,0,0,0,0,0,0
